time,h4_rsi,h4_macd_diff_pct,h4_ema9_ratio,h4_ema21_ratio,h4_ema50_ratio,h4_atr_norm,h4_bb_pct,h4_bb_width,h4_obv_zscore,h4_vol_ratio,h4_body_ratio,h4_adx,close,d1_rsi,d1_macd_diff_pct,d1_ema9_ratio,d1_ema21_ratio,d1_ema50_ratio,d1_atr_norm,d1_bb_pct,d1_bb_width,d1_obv_zscore,d1_vol_ratio,d1_body_ratio,d1_adx
2026-01-01 00:00:00+00:00,0.4794483524464208,-0.0007520800140101,0.0023052003445038,0.0027421217513949,0.002657732178376,0.0092884623400197,0.3884293897900033,0.0355587554833057,0.8132865141088564,0.6186963632835774,0.4016342050442015,0.1140294373709231,87696.53,0.4956095991564163,0.0035450873789553,-0.0090704499651552,-0.0042035054148983,0.0326417610953939,0.0299205461415178,0.7462910264530858,0.0454104211624787,-0.7850477203139214,0.6579470271248168,0.8630300921899456,0.1701851865982952
2026-01-01 04:00:00+00:00,0.4610214393843103,-0.0009362895081951,0.0039024887502185,0.0048328671990247,0.0050263889843946,0.0089266264478494,0.3250088113697714,0.0360750455918836,-0.0315686105015998,0.7932454866862998,-0.656050955414004,0.1061636867217815,87471.99,0.4956095991564163,0.0035450873789553,-0.0090704499651552,-0.0042035054148983,0.0326417610953939,0.0299205461415178,0.7462910264530858,0.0454104211624787,-0.7850477203139214,0.6579470271248168,0.8630300921899456,0.1701851865982952
2026-01-01 08:00:00+00:00,0.4990434752084347,-0.000702458243121,-0.0006407696628819,0.0001136885379833,0.0003052147503532,0.0085938269386515,0.4868935611679309,0.0292505176640785,0.2368107113861363,0.2727315918139205,0.9738422969585224,0.1015862795800473,87883.74,0.4956095991564163,0.0035450873789553,-0.0090704499651552,-0.0042035054148983,0.0326417610953939,0.0299205461415178,0.7462910264530858,0.0454104211624787,-0.7850477203139214,0.6579470271248168,0.8630300921899456,0.1701851865982952
2026-01-01 12:00:00+00:00,0.5019372960134116,-0.0005018652384933,-0.0007989808769433,-0.0002223073923998,-5.099893219839835e-05,0.0082252037231602,0.5363916443962191,0.024120925033481,0.4962577610951327,0.2892437483580123,0.1030981856291225,0.0989847080977078,87915.23,0.4956095991564163,0.0035450873789553,-0.0090704499651552,-0.0042035054148983,0.0326417610953939,0.0299205461415178,0.7462910264530858,0.0454104211624787,-0.7850477203139214,0.6579470271248168,0.8630300921899456,0.1701851865982952
2026-01-01 16:00:00+00:00,0.5350723279752497,-8.968691180777447e-05,-0.0039059552891975,-0.0039164793953552,-0.0039752633201283,0.0081218564013518,0.6869095788984247,0.0240353295947066,0.9313892486521156,0.4979573679813887,0.5663798787954889,0.1022624539344522,88275.99,0.4956095991564163,0.0035450873789553,-0.0090704499651552,-0.0042035054148983,0.0326417610953939,0.0299205461415178,0.7462910264530858,0.0454104211624787,-0.7850477203139214,0.6579470271248168,0.8630300921899456,0.1701851865982952
2026-01-01 20:00:00+00:00,0.5741721351642024,0.0005019619823804,-0.0072766929834353,-0.0082784868200924,-0.0088054087100797,0.0080434824194312,0.8594202591325387,0.0251112287994287,1.3770943503928497,0.582891282558644,0.6878319472752394,0.1104783558027901,88738.34,0.4956095991564163,0.0035450873789553,-0.0090704499651552,-0.0042035054148983,0.0326417610953939,0.0299205461415178,0.7462910264530858,0.0454104211624787,-0.7850477203139214,0.6579470271248168,0.8630300921899456,0.1701851865982952
2026-01-02 00:00:00+00:00,0.5824880022450256,0.0009153986743617,-0.0067303150633213,-0.0085577646213426,-0.0095500614686645,0.0080653472953435,0.8632530233147029,0.0254953875781771,2.040026779784179,0.9519682682476156,0.130274717241934,0.1208347081895447,88840.02,0.5389795614521934,0.0047402896883252,-0.0180043744682241,-0.0160950086782335,0.0179101812117992,0.0295212677720789,1.0728806063046987,0.0432128433556063,-0.2790753737494637,1.7410781998249254,0.4566001036370621,0.177398854065874
2026-01-02 04:00:00+00:00,0.5727968255032383,0.0010641756217033,-0.0046519303774389,-0.006949133378247,-0.0082985420662108,0.0079144001659214,0.8004958718044413,0.0246930441105177,1.5082681782298324,0.588800551635543,-0.1573924420842044,0.1304513211201025,88758.22,0.5389795614521934,0.0047402896883252,-0.0180043744682241,-0.0160950086782335,0.0179101812117992,0.0295212677720789,1.0728806063046987,0.0432128433556063,-0.2790753737494637,1.7410781998249254,0.4566001036370621,0.177398854065874
2026-01-02 08:00:00+00:00,0.6263096398510625,0.001552361646017,-0.0095438391192538,-0.0129183682005044,-0.0149399529906025,0.0082203859461877,1.0169263189039812,0.0260659856469915,2.337012597565053,1.306621848476807,0.5645937146459745,0.1487576783044694,89411.99,0.5389795614521934,0.0047402896883252,-0.0180043744682241,-0.0160950086782335,0.0179101812117992,0.0295212677720789,1.0728806063046987,0.0432128433556063,-0.2790753737494637,1.7410781998249254,0.4566001036370621,0.177398854065874
2026-01-02 12:00:00+00:00,0.6186542891107026,0.0017293391923281,-0.0071032632313611,-0.0111417027165526,-0.0137188610828415,0.0090173146123268,0.9352371880631778,0.0269024618586607,0.4250773663296557,2.342274885810714,-0.0347594202898503,0.1595863603881642,89352.02,0.5389795614521934,0.0047402896883252,-0.0180043744682241,-0.0160950086782335,0.0179101812117992,0.0295212677720789,1.0728806063046987,0.0432128433556063,-0.2790753737494637,1.7410781998249254,0.4566001036370621,0.177398854065874
2026-01-02 16:00:00+00:00,0.6558240608754718,0.0020741374034333,-0.0100325935326489,-0.0150518776149451,-0.0183703020021842,0.0100559326255252,1.031662086172727,0.0300551829951081,2.948569849604251,3.1352479616222872,0.2262926474781735,0.1775395678734397,89844.04,0.5389795614521934,0.0047402896883252,-0.0180043744682241,-0.0160950086782335,0.0179101812117992,0.0295212677720789,1.0728806063046987,0.0432128433556063,-0.2790753737494637,1.7410781998249254,0.4566001036370621,0.177398854065874
2026-01-02 20:00:00+00:00,0.6639924482016079,0.0022460890878711,-0.0090292700817442,-0.0148177397685324,-0.0188445686108091,0.0099926190702896,1.0016762627255071,0.033224973104412,3.133466702726074,0.8108963835477474,0.1238315252985993,0.1942104033954813,89957.99,0.5389795614521934,0.0047402896883252,-0.0180043744682241,-0.0160950086782335,0.0179101812117992,0.0295212677720789,1.0728806063046987,0.0432128433556063,-0.2790753737494637,1.7410781998249254,0.4566001036370621,0.177398854065874
2026-01-03 00:00:00+00:00,0.6875139887310044,0.0024421767454426,-0.010169892368612,-0.016799383098396,-0.0216091767081985,0.0096183764775065,1.0124845379734766,0.0373348235391303,3.054807970762123,0.522107454869967,0.7098015990524188,0.2096904649516628,90293.58,0.560343697234089,0.0057859711596462,-0.0199533485466348,-0.0209507351036273,0.0102987926215625,0.0283328730925624,1.094974617352146,0.0509371444340371,-0.0992020987030351,0.4514972657625862,0.4529928443522802,0.184097259571483
2026-01-03 04:00:00+00:00,0.5886152669899257,0.0018993658047144,-0.0015217803138302,-0.0078064451698565,-0.0129101142004028,0.0099479034994606,0.7656146297603738,0.0387765931971716,2.5259083897884045,0.5019994609145787,-0.633380473718534,0.2109486548677623,89545.64,0.560343697234089,0.0057859711596462,-0.0199533485466348,-0.0209507351036273,0.0102987926215625,0.0283328730925624,1.094974617352146,0.0509371444340371,-0.0992020987030351,0.4514972657625862,0.4529928443522802,0.184097259571483
2026-01-03 08:00:00+00:00,0.6013611403362197,0.0015195777438943,-0.0025920959620076,-0.0086490628734166,-0.0140359587143464,0.0096737909359738,0.7814616156998718,0.0399606929376906,2.472002741388255,0.331734087307892,0.2717494630848713,0.212116974075569,89700.01,0.560343697234089,0.0057859711596462,-0.0199533485466348,-0.0209507351036273,0.0102987926215625,0.0283328730925624,1.094974617352146,0.0509371444340371,-0.0992020987030351,0.4514972657625862,0.4529928443522802,0.184097259571483
2026-01-03 12:00:00+00:00,0.6195963299995301,0.0013204335837364,-0.0040416547198451,-0.0100855423791162,-0.0158219139959393,0.0094230607572837,0.8105009788415122,0.0415382561232328,2.409503906163166,0.306639328891773,0.3809801934275799,0.2161302340652121,89921.79,0.560343697234089,0.0057859711596462,-0.0199533485466348,-0.0209507351036273,0.0102987926215625,0.0283328730925624,1.094974617352146,0.0509371444340371,-0.0992020987030351,0.4514972657625862,0.4529928443522802,0.184097259571483
2026-01-03 16:00:00+00:00,0.6325209039891468,0.001198079918547,-0.0046338550086056,-0.0107505296960809,-0.0168635624007171,0.0089786808838643,0.8222970264819103,0.043379901215965,2.3702858077968387,0.3617043580797398,0.5007309704038394,0.2198568326270236,90080.13,0.560343697234089,0.0057859711596462,-0.0199533485466348,-0.0209507351036273,0.0102987926215625,0.0283328730925624,1.094974617352146,0.0509371444340371,-0.0992020987030351,0.4514972657625862,0.4529928443522802,0.184097259571483
2026-01-03 20:00:00+00:00,0.6717984006192391,0.0013754471668814,-0.0082589730908144,-0.0149140236337076,-0.021601808016976,0.0088597092615515,0.9009140685463852,0.0451326348004248,2.3929990416897424,0.4871681751486463,0.7163070539419079,0.2295868771447222,90598.02,0.560343697234089,0.0057859711596462,-0.0199533485466348,-0.0209507351036273,0.0102987926215625,0.0283328730925624,1.094974617352146,0.0509371444340371,-0.0992020987030351,0.4514972657625862,0.4529928443522802,0.184097259571483
