time,m15_rsi,m15_macd_diff_pct,m15_ema9_ratio,m15_ema21_ratio,m15_ema50_ratio,m15_atr_norm,m15_bb_pct,m15_bb_width,m15_obv_zscore,m15_vol_ratio,m15_body_ratio,m15_adx,close,h1_rsi,h1_macd_diff_pct,h1_ema9_ratio,h1_ema21_ratio,h1_ema50_ratio,h1_atr_norm,h1_bb_pct,h1_bb_width,h1_obv_zscore,h1_vol_ratio,h1_body_ratio,h1_adx
2025-01-01 00:00:00+00:00,0.4372010018590824,0.0001563424384688,0.0001202531797261,0.0020260041826154,0.0042093592931762,0.0035260440672732,0.3458259286893099,0.0084535084724864,-1.0160434070039317,0.9665010457125428,0.5011070764325891,0.3927750015927507,93460.75,0.5450829440853375,-0.000892712089489,-0.0038618849792961,-0.0044109883855161,-0.0050138062178571,0.008251411359761,0.5827063692794268,0.0354802542204767,-0.1253433096846481,0.7108953941399689,0.8286008349204627,0.1747297859926083
2025-01-01 00:15:00+00:00,0.4654407098222071,0.0003016663574236,-0.0008790489460391,0.0007314698786833,0.002868239640986,0.0034807119258646,0.5044331352979856,0.0081756422886773,-0.9007630396929296,0.5054844428372736,0.4135755466115316,0.3856999016223918,93574.81,0.5450829440853375,-0.000892712089489,-0.0038618849792961,-0.0044109883855161,-0.0050138062178571,0.008251411359761,0.5827063692794268,0.0354802542204767,-0.1253433096846481,0.7108953941399689,0.8286008349204627,0.1747297859926083
2025-01-01 00:30:00+00:00,0.4925675682098001,0.0004745950740061,-0.0016659343092184,-0.0004307625593369,0.0015952453089342,0.0033731846823367,0.651677545807822,0.0081694190292438,-0.7964008606206908,0.4672604082762648,0.59725508755318,0.3755699897518939,93687.65,0.5450829440853375,-0.000892712089489,-0.0038618849792961,-0.0044109883855161,-0.0050138062178571,0.008251411359761,0.5827063692794268,0.0354802542204767,-0.1253433096846481,0.7108953941399689,0.8286008349204627,0.1747297859926083
2025-01-01 00:45:00+00:00,0.594866183971398,0.0009283555114158,-0.0057527185442333,-0.0054205109977046,-0.0037929521547684,0.003615815962628,1.226692562605883,0.0091747718195821,-0.643851940625972,0.7708217856138385,0.7891653800744818,0.3569517627732335,94209.02,0.5450829440853375,-0.000892712089489,-0.0038618849792961,-0.0044109883855161,-0.0050138062178571,0.008251411359761,0.5827063692794268,0.0354802542204767,-0.1253433096846481,0.7108953941399689,0.8286008349204627,0.1747297859926083
2025-01-01 01:00:00+00:00,0.5387200957098742,0.0010167229496992,-0.002483455835087,-0.0025192975805896,-0.0010946534001538,0.0037529635868544,0.9067274209379628,0.009666917141642,-0.7354103647722067,0.7687871421520163,-0.4889452771548648,0.3396634091501918,93958.74,0.4728434115462236,-0.0010872132534501,0.0036113032474414,0.0036003713858385,0.0032210504590783,0.0083619901567251,0.3202516266448124,0.0331827486746075,-0.3026131651779331,0.4153241304968315,-0.942976757615119,0.1671445249080581
2025-01-01 01:15:00+00:00,0.476786150404459,0.0008183512331415,0.0007390742789845,0.000807162432411,0.0022265111244255,0.0037490287639854,0.5751405216718344,0.0091241920537044,-0.7406220534172396,0.2328006766021137,-0.9995766043670252,0.3200886608429972,93638.89,0.4728434115462236,-0.0010872132534501,0.0036113032474414,0.0036003713858385,0.0032210504590783,0.0083619901567251,0.3202516266448124,0.0331827486746075,-0.3026131651779331,0.4153241304968315,-0.942976757615119,0.1671445249080581
2025-01-01 01:30:00+00:00,0.4947609307071957,0.0007246045681318,-0.0001937796744577,-0.0001583665501175,0.0011949790549374,0.0036057316702191,0.6684886405410978,0.0092085679103115,-0.6577838459546673,0.3954366959273938,0.5390919023916638,0.3019121088434594,93730.8,0.4728434115462236,-0.0010872132534501,0.0036113032474414,0.0036003713858385,0.0032210504590783,0.0083619901567251,0.3202516266448124,0.0331827486746075,-0.3026131651779331,0.4153241304968315,-0.942976757615119,0.1671445249080581
2025-01-01 01:45:00+00:00,0.4402916453330215,0.0004326051683589,0.0024761818510004,0.0028461426678896,0.0043125328179278,0.0036355849663096,0.3092710987030155,0.0091795037679775,-0.7005983571623132,0.5089583700008709,-0.8383402489626491,0.2864806589144405,93423.47,0.4728434115462236,-0.0010872132534501,0.0036113032474414,0.0036003713858385,0.0032210504590783,0.0083619901567251,0.3202516266448124,0.0331827486746075,-0.3026131651779331,0.4153241304968315,-0.942976757615119,0.1671445249080581
2025-01-01 02:00:00+00:00,0.4781363158237229,0.000364215680545,0.0003704974198901,0.0007566724345375,0.0022057543963394,0.0035468085821173,0.5158735578764265,0.0089545603337675,-0.620298525885341,0.4570345027329348,0.8071885601408723,0.272151455408923,93611.45,0.5133902486351989,-0.0008462748548668,-0.0010331216052114,-0.0011838913320686,-0.0016138758994146,0.0081026558915644,0.4447619531758115,0.0305411059539169,-0.1317078848217318,0.3231061782314179,0.9282851590964426,0.16010106818669
2025-01-01 02:15:00+00:00,0.467904858946754,0.0002747573185583,0.0007792874839158,0.0012368339845991,0.0027002590490179,0.0033923090505797,0.4407384404824285,0.0088347039620903,-0.6285705292570584,0.2801613961816233,-0.4449787166955449,0.2588457664395138,93555.0,0.5133902486351989,-0.0008462748548668,-0.0010331216052114,-0.0011838913320686,-0.0016138758994146,0.0081026558915644,0.4447619531758115,0.0305411059539169,-0.1317078848217318,0.3231061782314179,0.9282851590964426,0.16010106818669
2025-01-01 02:30:00+00:00,0.5054936239266148,0.0003401362337498,-0.0009668641702238,-0.0006835841325112,0.0006807884065986,0.0032953319137848,0.6659782179841051,0.0088177918609072,-0.5336870291650685,0.5779370907805587,0.9360108575449364,0.2404162668932309,93741.2,0.5133902486351989,-0.0008462748548668,-0.0010331216052114,-0.0011838913320686,-0.0016138758994146,0.0081026558915644,0.4447619531758115,0.0305411059539169,-0.1317078848217318,0.3231061782314179,0.9282851590964426,0.16010106818669
2025-01-01 02:45:00+00:00,0.5324101504100153,0.0004676976233942,-0.0019729003268144,-0.0019847913569278,-0.0007887515435058,0.0031951315466593,0.8144480602728623,0.0091304198633736,-0.3897442660784999,0.846552460891152,0.7669152468564894,0.2299587712679226,93882.09,0.5133902486351989,-0.0008462748548668,-0.0010331216052114,-0.0011838913320686,-0.0016138758994146,0.0081026558915644,0.4447619531758115,0.0305411059539169,-0.1317078848217318,0.3231061782314179,0.9282851590964426,0.16010106818669
2025-01-01 03:00:00+00:00,0.5078594480564159,0.0004528110744225,-0.0005889561646014,-0.0006800917914848,0.0004317965657112,0.0030734240094053,0.6662871773276415,0.0092450860731801,-0.4298056784057349,0.5098213489077473,-0.8822222222222653,0.2202482396158505,93765.9,0.4915035285494276,-0.0008383026044669,0.0012777916118482,0.0013146116354432,0.0009751538493372,0.007818822628262,0.3287989241236191,0.0281099999474659,-0.2358029452022218,0.2667017757637077,-0.691695549701956,0.1535607155168483
2025-01-01 03:15:00+00:00,0.4805919941491611,0.0003362626492771,0.0006623807501136,0.0006697373651491,0.0017776199416135,0.0030150957587483,0.508316382503734,0.0092308985554555,-0.4713075598140736,0.507589121397825,-0.6630746080287816,0.2073040253435423,93633.15,0.4915035285494276,-0.0008383026044669,0.0012777916118482,0.0013146116354432,0.0009751538493372,0.007818822628262,0.3287989241236191,0.0281099999474659,-0.2358029452022218,0.2667017757637077,-0.691695549701956,0.1535607155168483
2025-01-01 03:30:00+00:00,0.4858967646838513,0.0002672614529369,0.0003274148146148,0.0003787484295338,0.0014644520623747,0.0028725366491135,0.5321592031084825,0.0092276401143806,-0.3732595627849894,0.4849883542868181,0.2840543624856341,0.1952843978049703,93656.84,0.4915035285494276,-0.0008383026044669,0.0012777916118482,0.0013146116354432,0.0009751538493372,0.007818822628262,0.3287989241236191,0.0281099999474659,-0.2358029452022218,0.2667017757637077,-0.691695549701956,0.1535607155168483
2025-01-01 03:45:00+00:00,0.4811387310479638,0.0002009772351239,0.0004439736186152,0.0005511930140387,0.0016258996698494,0.0027891158554159,0.4878619108031443,0.0086788467472592,-0.4116778988845268,0.4690644630014728,-0.1174914998111345,0.1876233952453804,93635.54,0.4915035285494276,-0.0008383026044669,0.0012777916118482,0.0013146116354432,0.0009751538493372,0.007818822628262,0.3287989241236191,0.0281099999474659,-0.2358029452022218,0.2667017757637077,-0.691695549701956,0.1535607155168483
